ID,NAME,RATING,PRICE,PHONE,TRANSACTIONS,REVIEW_COUNT
05MSMrudU5N7UgImzuRVtw,China Panda,5.0,$,+17186491622,['delivery'],1
LbohfoklOxK7mSMm96_wLw,Dunkin',2.0,$,+13474350286,['delivery'],8
FiKu5C03pBiAn5v5DEL9UQ,The Butcher's Daughter,3.5,$$,+19173882132,"['pickup', 'delivery']",375
hTrn_YVmi5Kk7eVjTkBk9A,McDonald's,2.0,$,+17182712032,['delivery'],32
GLWltF2ol24L4ypz5eTMhw,Dragon Palace,1.5,$,+17187121300,['pickup'],11
iBv3jR8lxH2e9dV42Sca0g,Super Power,4.5,$$,+17184840020,['delivery'],177
p0hkHX70HUbY4R_r0Xvntg,Pikine - Senegalese Restaurant,4.0,$$,+16469227015,['delivery'],111
zfOaYbyx5RAa91Qw_ThsPQ,Starbucks,2.5,$$,+16466475558,['delivery'],11
NWHrF-8HC7yIKMXop6n-0Q,Bushwick Grind Cafe,5.0,$,+19293376007,"['delivery', 'pickup']",142
unWoFZeSWa0DK1YMekO_Uw,Trademark Bar + Kitchen,4.5,$$,+16468582320,"['delivery', 'pickup']",739
0087AC_NnFRtC0c9FsB9pw,theBoil,4.0,$$$,+16468337110,"['delivery', 'pickup']",920
at08QIzscH5uiuUI3sPVMQ,Best Garden,3.5,$,+17186311888,"['pickup', 'delivery']",44
ihzI-4yGesoQuAoIocao8g,Tacuba Hell's Kitchen,4.0,$$,+12122454500,"['delivery', 'pickup']",825
RJ1rZ1KmtxtpkFlgFp8WaA,Vito's Pizza & Italian Restaurant,3.5,$,+17184681019,"['delivery', 'pickup']",80
yrv_ErD1Z0xTnmdc7In3LQ,Sweets Bakery & Cafe,4.0,$,+17188868618,['pickup'],36
JAHAi7ll1YtN4wKFMdGawg,Gregorys Coffee,4.0,$$,+18772317619,"['pickup', 'delivery']",362
CIopV_nf9T2zm78C6XbgiQ,Cuccio Nail & Hair Lounge,2.5,$$,+16464846122,[],32
mBZUWdasmua9XOsWy8xdWA,Jacques,3.5,$$,+12123272272,"['pickup', 'delivery']",267
VlBRJTY55GcqXJEQBMYf2w,Istria Sport Club,4.5,$$,+17187283181,[],24
nU9o6JZLq6pD7FWMBfW7_Q,Golden Steamer,4.0,$,+17188538588,[],28
DH_ueh3-R6C1cJypqU29_w,Green Cafe,2.5,$$,+12123553311,"['pickup', 'delivery']",86
Iha2kVUYe8UW2ZIlmIG8IQ,Starbucks,3.0,$$,+16468663442,['delivery'],24
3gqKLANaXNsHZnPDjKrcTg,Win Son,4.0,$$,+13474576010,['delivery'],775
xZ96vaoL-cQjfotmUKtjJQ,Barn Joo 35,4.0,$$,+12125644430,"['pickup', 'delivery']",2435
_WXa2M3gz2Mi0ys3s88nDw,La Salle Dumpling Room,4.0,$$,+12129610300,"['pickup', 'delivery']",329
obFs12x7mgYPGxgalBd22w,Le Coucou,4.0,$$$$,+12122714252,[],732
Dci3yvrnPZ5kOF5t3xV8gg,The Hop Shoppe,4.0,$$,+17184483400,"['delivery', 'pickup']",355
OKc49LvmOgteQoFqzzmv_A,Bronx Drafthouse,4.0,$$,+19292659759,"['delivery', 'pickup']",243
1aVQqVDqryGXhSTlEI4HJg,Carvel,3.0,$,+17183564122,['delivery'],12
scTDvJ2M2jDbb1ntVeIyxA,Hao Noodle - West Village,4.0,$$,+12126338900,"['pickup', 'delivery']",882
vCkDS0X-fWApvTS1Qyxjnw,Taj Mahal Lounge,4.5,$$,+17187281950,['delivery'],55
jHn3mUjbe9caYZNe1z9YUw,Kumo Sushi,3.0,$$,+17182828288,"['delivery', 'pickup']",177
6wJOojpF2c4lLeBNbTBB0A,Baoburg,4.0,$$,+17183490011,"['delivery', 'pickup']",317
RJWrjMAN0J6WNAdqRLbsTA,Carvel,4.0,$,+17183319383,"['pickup', 'delivery']",30
AAXX-WkDd1CW3_GgIVivvw,Chang Noi Thai,4.5,$$,+17184428424,"['pickup', 'delivery']",229
NDsa8EWd_tcfvUFbhPsTuQ,Tony's and Orazio Pizza,4.0,$,+17184567020,"['pickup', 'delivery']",162
qiGy2DCnXaTlUzDTkelxXA,Prego's Pizza,4.0,$,+17184055111,['pickup'],33
ciJa_WsJTzeWunfRbs5vfA,Casa Galicia,3.5,$$,+17189321114,[],30
8JDwcklaawqYprHg0c9aIA,The Brooklyn Tree,4.5,$$,+19179090307,"['pickup', 'delivery']",221
